4.666126370429992676e-01,-1.052119508385658264e-01,1.076729820813397964e-01,4.492187500000000000e-02,6.972345709800720215e-02,6.996861929585526108e-01
1.685897558927536011e-01,-1.009849160909652710e-01,7.504257564711735995e-02,6.835937500000000000e-03,7.578515261411666870e-02,4.016139025042507749e-01
2.278161346912384033e-01,-9.331646561622619629e-02,7.513933032180375449e-02,2.929687500000000000e-03,8.023293316364288330e-02,4.950240635933678690e-01
4.160558879375457764e-01,-8.319270610809326172e-02,9.407972052190416434e-02,3.125000000000000000e-02,6.981080025434494019e-02,6.542599842572277558e-01
6.230764836072921753e-02,-7.918386161327362061e-02,6.517970684205920406e-02,-2.929687500000000000e-03,7.567710429430007935e-02,2.520824694758272977e-01
4.808068871498107910e-01,-8.531016856431961060e-02,1.205026656473648927e-01,5.175781250000000000e-02,7.638317346572875977e-02,7.061297807285743522e-01
1.198245286941528320e-01,-7.401131838560104370e-02,7.481257848905897845e-02,1.269531250000000000e-02,6.901918351650238037e-02,3.540946108250977442e-01
2.623944282531738281e-01,-8.030413836240768433e-02,9.568902967430403805e-02,3.027343750000000000e-02,7.268399000167846680e-02,5.395130078523765471e-01
1.361982226371765137e-01,-8.224172890186309814e-02,5.695474479648510169e-02,-7.812500000000000000e-03,7.196360826492309570e-02,3.697544753617615920e-01
3.388940095901489258e-01,-7.633777707815170288e-02,9.402097049858326727e-02,3.417968750000000000e-02,6.649031490087509155e-02,5.887594731109337953e-01
4.768759310245513916e-01,-9.131967276334762573e-02,1.057415031533537331e-01,3.320312500000000000e-02,8.059819787740707397e-02,6.984768420948122003e-01
1.036704629659652710e-01,-6.947299093008041382e-02,6.966761120304454380e-02,1.269531250000000000e-02,6.330255419015884399e-02,3.273751908712186354e-01
1.728519946336746216e-01,-8.376130461692810059e-02,9.001730330419377424e-02,2.832031250000000000e-02,6.855221837759017944e-02,4.430637847193267809e-01
1.352155804634094238e-01,-8.057974278926849365e-02,7.448770854102804151e-02,1.464843750000000000e-02,6.648808717727661133e-02,3.738432710886632759e-01
2.475420832633972168e-01,-8.935464918613433838e-02,9.076646772024332677e-02,2.343750000000000000e-02,7.480996847152709961e-02,5.448901727857345945e-01
1.969869583845138550e-01,-8.737546205520629883e-02,8.968055646971606620e-02,2.343750000000000000e-02,7.360339164733886719e-02,4.541810296217752563e-01
1.191113218665122986e-01,-8.464468270540237427e-02,7.033577520394374005e-02,6.835937500000000000e-03,7.055537402629852295e-02,3.450548838471808599e-01
2.371600568294525146e-01,-7.996684312820434570e-02,8.750210625802878894e-02,2.832031250000000000e-02,6.575755029916763306e-02,5.023598463599452391e-01
2.300549447536468506e-01,-9.281582385301589966e-02,1.028247478565162965e-01,3.417968750000000000e-02,7.627229392528533936e-02,5.366961931744927972e-01
2.590938210487365723e-01,-8.269134163856506348e-02,9.186643150038520389e-02,2.539062500000000000e-02,7.386200875043869019e-02,5.206803753981542604e-01
2.406211793422698975e-01,-8.827177435159683228e-02,7.953702017516661726e-02,1.269531250000000000e-02,7.426856458187103271e-02,5.094059733323075267e-01
4.430319070816040039e-01,-8.381114155054092407e-02,1.009318486638335344e-01,4.101562500000000000e-02,6.657359004020690918e-02,6.835264842612703839e-01
2.264044880867004395e-01,-9.233346581459045410e-02,7.519620648645286565e-02,1.074218750000000000e-02,7.161558419466018677e-02,4.931035529624152591e-01
3.013564646244049072e-01,-9.360041469335556030e-02,1.098977285765840861e-01,4.296875000000000000e-02,7.436554133892059326e-02,5.549322214162784039e-01
3.228580951690673828e-01,-9.625630825757980347e-02,9.932477039967579913e-02,3.613281250000000000e-02,7.021328806877136230e-02,5.906327612773237812e-01
2.383725345134735107e-01,-9.669948369264602661e-02,7.601690411186723395e-02,1.171875000000000000e-02,7.144239544868469238e-02,4.950842345351598173e-01
6.434209644794464111e-02,-8.981394767761230469e-02,5.984861790011564153e-02,9.765625000000000000e-04,6.541340053081512451e-02,2.647560497490870635e-01
1.193953752517700195e-01,-8.558155596256256104e-02,7.317679470634175232e-02,9.765625000000000000e-03,7.045685499906539917e-02,3.551330022898616101e-01
1.736915558576583862e-01,-8.356556296348571777e-02,6.683538249319553870e-02,6.835937500000000000e-03,6.666605174541473389e-02,4.313792426814609393e-01
